Nº inventário;Localização;Denominação;Incorporação em
1035424;21080042;MICRÔMETRO M.SUPERF.CURVAS 0 A 25MM/INSIZE;26/04/2012
1038646;21080043;CONJ. MANIPULADOR ELETROPNEUMÁTICO;25/05/2012
1039526;21080024;BLOCO EM V MAGNÉT.C/SUPERFÍCIES/MITUTOYO;29/05/2012
1039527;21080024;BLOCO EM V MAGNÉT.C/SUPERFÍCIES/MITUTOYO;29/05/2012
1039814;21080024;MESA DE MED.C/BATENTE QUADR.90MM/DIGIMESS;11/06/2012
1043978;21080022;DESEMPENO GRANITO 630X400X120MM/MITUTOYO;27/06/2012
1045149;21080042;BLOCO EM V MAGNÉTICO C/SUPERF./MITUTOYO;03/07/2012
1047303;21080023;JOGO CHAVE SOQUETE C/30 PÇS/GEDORE;08/08/2012
1052963;21080045;FERRO DE SOLDA MACHADINHA 180W 220V/HIKARI;28/01/2013
1052964;21080045;FERRO DE SOLDA MACHADINHA 180W 220V/HIKARI;28/01/2013
1052974;21080045;FERRO DE SOLDA MACHADINHA 180W 220V/HIKARI;28/01/2013
1052976;21080045;FERRO DE SOLDA MACHADINHA 180W 220V/HIKARI;28/01/2013
1052977;21080046;FERRO DE SOLDA MACHADINHA 180W 220V/HIKARI;28/01/2013
1055342;21080038;ESCANTILHÃO PADRÃO INGL.OU WHITWORTH 55°;19/02/2013
1055343;21080038;ESCANTILHÃO PADRÃO INGL.OU WHITWORTH 55°;19/02/2013
1055344;21080038;ESCANTILHÃO PADRÃO INGL.OU WHITWORTH 55°;19/02/2013
1055345;21080038;ESCANTILHÃO PADRÃO INGL.OU WHITWORTH 55°;19/02/2013
1055440;21080038;ESCANTILHÃO MÉTRICO 60 GRAUS/COSA;19/02/2013
1055441;21080038;ESCANTILHÃO MÉTRICO 60 GRAUS/COSA;19/02/2013
1055442;21080038;ESCANTILHÃO MÉTRICO 60 GRAUS/COSA;19/02/2013
1055462;21080038;ESCANTILHÃO WHITWORTH/INGLÊS 55° /COSA;19/02/2013
1055463;21080038;ESCANTILHÃO WHITWORTH/INGLÊS 55° /COSA;19/02/2013
1056358;21080033;ALICATE TERROMETRO DIGITAL / MINIPA;27/02/2013
1056359;21080033;ALICATE TERROMETRO DIGITAL / MINIPA;27/02/2013
661135;21080038;MULTIMETRO DIGITAL MODELO MIC 39 MOTECH;30/11/2000
661136;21080038;MULTIMETRO DIGITAL MODELO MIC 39 MOTECH;30/11/2000
1067355;21080042;MICRÔMETRO PROFUND. 0 A 300MM -/DIGIMESS;26/03/2013
1067356;21080042;MICRÔMETRO PROFUND. 0 A 300MM -/DIGIMESS;26/03/2013
1071775;21080023;RUGOSÍMETRO PORTÁTIL COMPACTO/ DIGIMESS;22/05/2013
1072998;21080044;CLINÔMETRO MEDIDOR DE ÂNGULO/ STARRETT;06/06/2013
1076366;21080057;JG CHAVE BOCA FIXA  6 A 32MM 12PÇS/TRAMONTINA;16/07/2013
1082528;21080023;TARTARUGA 4TON. P/TRANSP. MÁQ. / BOVENAU;22/08/2013
1082529;21080023;TARTARUGA 4TON. P/TRANSP. MÁQ. / BOVENAU;22/08/2013
1082531;21080023;TARTARUGA DIRECIONAL P/TRANSP.MÁQ./BOVENAU;22/08/2013
1087167;21080033;MULTÍMETRO DIGITAL TRUE RMS / TEMP /FLUKE;23/12/2013
1087168;21080033;MULTÍMETRO DIGITAL TRUE RMS / TEMP /FLUKE;23/12/2013
1087169;21080040;MULTÍMETRO DIGITAL TRUE RMS / TEMP /FLUKE;23/12/2013
1087170;21080033;MULTÍMETRO DIGITAL TRUE RMS / TEMP /FLUKE;23/12/2013
1090066;21080023;JG.CHAVE COMBINADA 6 A 32MM 27PÇS/ BREMEN;03/02/2014
1091758;21080044;ECONOMIZADOR GÁS ACETILENO/OXIGÊNIO/RECORD;17/03/2014
1091759;21080044;ECONOMIZADOR GÁS ACETILENO/OXIGÊNIO/RECORD;17/03/2014
1091760;21080044;ECONOMIZADOR GÁS ACETILENO/OXIGÊNIO/RECORD;17/03/2014
1092050;21080044;ECONOMIZADOR GÁS ACETILENO/OXIGÊNIO/ RECORD;17/03/2014
1092051;21080044;ECONOMIZADOR GÁS ACETILENO/OXIGÊNIO/ RECORD;17/03/2014
1092052;21080044;ECONOMIZADOR GÁS ACETILENO/OXIGÊNIO/ RECORD;17/03/2014
1092053;21080044;ECONOMIZADOR GÁS ACETILENO/OXIGÊNIO/ RECORD;17/03/2014
1094688;21080044;MAÇARICO P/SOLDA OXIACETILÊNICA / SM;01/04/2014
1094689;21080044;MAÇARICO P/SOLDA OXIACETILÊNICA / SM;01/04/2014
1094690;21080044;MAÇARICO P/SOLDA OXIACETILÊNICA / SM;01/04/2014
1094691;21080044;MAÇARICO P/SOLDA OXIACETILÊNICA / SM;01/04/2014
1094692;21080044;MAÇARICO P/SOLDA OXIACETILÊNICA / SM;01/04/2014
1096726;21080042;BASE MAGNÉTICA C/TRAVAMENTO HIDRÁULICO - MITUTOYO;27/06/2014
1106797;21080042;CALIBRADOR DE RAIOS DE 0,5 A 15MM /STARRETT;23/06/2014
1107038;21080023;BASE MAGNÉTICA C/TRAVAMENTO HIDRÁUL./MITUTOYO;24/06/2014
1107039;21080023;BASE MAGNÉTICA C/TRAVAMENTO HIDRÁUL./MITUTOYO;24/06/2014
1107603;21080042;MICRÔMETRO P/MED. ROSCAS EXT. 0-25MM - MITUTOYO;27/06/2014
1110914;21080024;ESCANTILHÃO WHITWORTH/INGLÊS 55 GRAUS/INSIZE;14/07/2014
1110918;21080023;ESCANTILHÃO WHITWORTH/INGLÊS 55 GRAUS/INSIZE;14/07/2014
1110922;21080023;ESCANTILHÃO WHITWORTH/INGLÊS 55 GRAUS/INSIZE;14/07/2014
1110935;21080042;CALIBRADOR DE RAIOS 1 A 7MM/INSIZE;14/07/2014
1110936;21080023;ESCANTILHÃO PADRÃO MÉTRICO 60 GRAUS/INSIZE;14/07/2014
1110940;21080023;ESCANTILHÃO PADRÃO MÉTRICO 60 GRAUS/INSIZE;14/07/2014
1110944;21080024;ESCANTILHÃO PADRÃO MÉTRICO 60 GRAUS/INSIZE;14/07/2014
1110957;21080042;CALIBRADOR DE RAIOS 7,5 A 15MM/INSIZE;14/07/2014
1114639;21080042;TRANSFERIDOR DE GRAUS: 0 A 180 GRAUS/STARRET;28/07/2014
1114640;21080042;TRANSFERIDOR DE GRAUS: 0 A 180 GRAUS/STARRET;28/07/2014
1116274;21080042;MICRÔMETRO EXT. 0-1P - 0,0001P/ STARRETT;11/08/2014
1121818;21080042;BLOCO PADRÃO PROTETOR ESPESS. 2MM/STARRETT;17/09/2014
1121819;21080042;BLOCO PADRÃO PROTETOR ESPESS. 2MM/STARRETT;17/09/2014
1121820;21080042;BLOCO PADRÃO PROTETOR ESPESS. 2MM/STARRETT;17/09/2014
1121821;21080042;BLOCO PADRÃO PROTETOR ESPESS. 2MM/STARRETT;17/09/2014
1147127;21080042;PRISMA EM V (PAR) COD.181902 / MITUTOYO;10/12/2015
1147138;21080042;BLOCO PADRÃO 47 PEÇAS -AÇO / BORLETTI;10/12/2015
1147174;21080042;PADRÃO P/ AFERIÇÃO DE ULTRASSOM - AÇO/ PARAMERICS;10/12/2015
1147238;21080042;MEDIDOR ESPESSURAS C/ RELÓGIO COMP./ROLLS ROYCE;10/12/2015
1147295;21080023;DINAMÔMETRO 200KGFX1000G VISOR DE °230 / FILIZOLA;10/12/2015
1147301;21080023;ELCOMETER 107 XHACHT ISSO KIT 6X 2 MM/ELCOMETER;10/12/2015
1147305;21080023;DENSITÔMETRO DIGITAL CQ 01 / MRA;10/12/2015
1147306;21080033;SPECTRONICS-RADIOMETER-SPECTROLINE-RGADOUT;10/12/2015
1147307;21080023;SURFACE CRACK DETECTION PACKAGE C/ ACESSÓRIOS/ GE;10/12/2015
1147310;21080045;LUXÍMETRO DIGITAL MLM 1011 LOTE M001708 / MINIPA;10/12/2015
1147314;21080033;GAUSSMETER MG 200  / MAGNETOS GERAIS;10/12/2015
1147315;21080023;ULTRASONIC INSPECTION KIT / ROLLS ROYCE;10/12/2015
1147329;21080042;MESA DE SENO DUPLA C/BASE ELETROMAG. / COMPOSINE;10/12/2015
1169407;21080033;SISTEMA DESENV. LÓG. PROGRAMÁVEL / EDUTEC;14/07/2016
1169408;21080033;SISTEMA DESENV. LÓG. PROGRAMÁVEL / EDUTEC;14/07/2016
1169409;21080033;SISTEMA DESENV. LÓG. PROGRAMÁVEL / EDUTEC;14/07/2016
1169410;21080033;SISTEMA DESENV. LÓG. PROGRAMÁVEL / EDUTEC;14/07/2016
1171956;21080023;KIT P/ANÁLISE DE ÓLEOS LUBRIFICANTES/PETRODIDÁTICA;20/09/2016
1171957;21080023;PENETRÔMETRO DE AGULHA ASTM D-5/PETRODIDÁTICA;20/09/2016
1173931;21080033;ESTAÇÃO DE DESSOLDAGEM / SOLDEN;03/10/2016
1173932;21080033;ESTAÇÃO DE DESSOLDAGEM / SOLDEN;03/10/2016
1173933;21080033;ESTAÇÃO DE DESSOLDAGEM / SOLDEN;03/10/2016
1173934;21080033;ESTAÇÃO DE DESSOLDAGEM / SOLDEN;03/10/2016
1174025;21080057;TRANSPALETE HIDRÁULICO MANUAL / MARCON;13/10/2016
1174712;21080023;PÓRTICO C/TALHA MANUAL E CARRO TROLE/ ROVELA;19/10/2016
1174721;21080023;TERMÔMETRO INFRAVERMELHO -30° A 650° C/ FLUKE;28/10/2016
1174722;21080023;TERMÔMETRO INFRAVERMELHO -30° A 650° C/ FLUKE;28/10/2016
1174723;21080033;MULTÍMETRO DIGITAL TRUE RMS / FLUKE;28/10/2016
1174724;21080033;MULTÍMETRO DIGITAL TRUE RMS / FLUKE;28/10/2016
1174725;21080033;MULTÍMETRO DIGITAL TRUE RMS / FLUKE;28/10/2016
1174726;21080033;MULTÍMETRO DIGITAL TRUE RMS / FLUKE;28/10/2016
1174727;21080033;MULTÍMETRO DIGITAL TRUE RMS / FLUKE;28/10/2016
1174728;21080033;MULTÍMETRO DIGITAL TRUE RMS / FLUKE;28/10/2016
1174729;21080033;MULTÍMETRO DIGITAL TRUE RMS / FLUKE;28/10/2016
1174730;21080033;MULTÍMETRO DIGITAL TRUE RMS / FLUKE;28/10/2016
1174731;21080033;MULTÍMETRO DIGITAL TRUE RMS / FLUKE;28/10/2016
1174732;21080033;MULTÍMETRO DIGITAL TRUE RMS / FLUKE;28/10/2016
1174734;21080038;MULTÍMETRO DIGITAL TRUE RMS / FLUKE;28/10/2016
1174739;21080045;MULTÍMETRO DIGITAL TRUE RMS / FLUKE;28/10/2016
1174740;21080045;MULTÍMETRO DIGITAL TRUE RMS / FLUKE;28/10/2016
1174741;21080045;MULTÍMETRO DIGITAL TRUE RMS / FLUKE;28/10/2016
1174742;21080045;MULTÍMETRO DIGITAL TRUE RMS / FLUKE;28/10/2016
1174743;21080045;MULTÍMETRO DIGITAL TRUE RMS / FLUKE;28/10/2016
1174744;21080045;MULTÍMETRO DIGITAL TRUE RMS / FLUKE;28/10/2016
1174745;21080045;MULTÍMETRO DIGITAL TRUE RMS / FLUKE;28/10/2016
1174746;21080045;MULTÍMETRO DIGITAL TRUE RMS / FLUKE;28/10/2016
1174747;21080045;MULTÍMETRO DIGITAL TRUE RMS / FLUKE;28/10/2016
1174748;21080045;MULTÍMETRO DIGITAL TRUE RMS / FLUKE;28/10/2016
1174870;21080023;MEDIDOR VIBRAÇÃO DIGITAL C/TERMÔMETRO - SKF;01/11/2016
1174876;21080023;MEDIDOR DE TENSÃO DE CORREIAS DIGITAL - FAG;08/11/2016
1174879;21080045;TESTE DE INDUZIDO - OKEI;07/11/2016
1174880;21080045;TESTE DE INDUZIDO - OKEI;07/11/2016
1174881;21080045;TESTE DE INDUZIDO - OKEI;07/11/2016
1174882;21080045;TESTE DE INDUZIDO - OKEI;07/11/2016
1174926;21080046;MEDIDOR DE POTÊNCIA, FASE E FATOR - CIRCUITOR;10/11/2016
1174927;21080046;MEDIDOR DE POTÊNCIA, FASE E FATOR - CIRCUITOR;10/11/2016
1174928;21080046;MEDIDOR DE POTÊNCIA, FASE E FATOR - CIRCUITOR;10/11/2016
1174929;21080046;MEDIDOR DE POTÊNCIA, FASE E FATOR - CIRCUITOR;10/11/2016
1175055;21080023;VISOR TERMOGRÁFICO - FLUKE;23/11/2016
1175056;21080023;VISOR TERMOGRÁFICO - FLUKE;23/11/2016
1175110;21080023;TRENA LASER 100 METROS / STARRETT;29/11/2016
1175111;21080042;TRENA LASER 100 METROS / STARRETT;29/11/2016
1175150;21080024;COMPARADOR DE DIÂMETRO INT. 35 A 60MM/DIGIMESS;01/12/2016
1175151;21080024;COMPARADOR DE DIÂMETRO INT. 35 A 60MM/DIGIMESS;01/12/2016
1175152;21080023;COMPARADOR DE DIÂMETRO INT. 35 A 60MM/DIGIMESS;01/12/2016
1175153;21080038;ESQUADRO COMBINADO 300MM / DIGIMESS;01/12/2016
1175155;21080038;ESQUADRO COMBINADO 300MM / DIGIMESS;01/12/2016
1175157;21080042;BLOCO EM V MAGNÉTICO C/SUPERFÍCIES / DIGIMESS;01/12/2016
1175158;21080042;BLOCO EM V MAGNÉTICO C/SUPERFÍCIES / DIGIMESS;01/12/2016
1175159;21080042;BLOCO EM V MAGNÉTICO C/SUPERFÍCIES / DIGIMESS;01/12/2016
1175160;21080042;NÍVEL LINEAR DE PRECISÃO / DIGIMESS;01/12/2016
1175161;21080042;ESQUADRO DE PRECISÃO COM BASE 200X130MM/DIGIMESS;01/12/2016
1175162;21080042;ESQUADRO DE PRECISÃO COM BASE 200X130MM/DIGIMESS;01/12/2016
1175163;21080042;ESQUADRO DE PRECISÃO COM BASE 200X130MM/DIGIMESS;01/12/2016
1175164;21080042;ESQUADRO DE PRECISÃO COM BASE 200X130MM/DIGIMESS;01/12/2016
1175173;21080042;JOGO DE BLOCO PADRÃO P/CALIBRAÇÃO/MITUTOYO;09/12/2016
1175174;21080023;RELÓGIO COMPARADOR - 10MM - 0,01MM / MITUTOYO;09/12/2016
1175175;21080023;RELÓGIO COMPARADOR - 10MM - 0,01MM / MITUTOYO;09/12/2016
1175176;21080042;RELÓGIO COMPARADOR - 10MM - 0,01MM / MITUTOYO;09/12/2016
1175177;21080042;RELÓGIO COMPARADOR - 10MM - 0,01MM / MITUTOYO;09/12/2016
1175178;21080042;RELÓGIO COMPARADOR - 10MM - 0,01MM / MITUTOYO;09/12/2016
1175179;21080042;RELÓGIO COMPARADOR - 10MM - 0,01MM / MITUTOYO;09/12/2016
1175180;21080042;RELÓGIO COMPARADOR - 10MM - 0,01MM / MITUTOYO;09/12/2016
1175181;21080042;RELÓGIO COMPARADOR - 10MM - 0,01MM / MITUTOYO;09/12/2016
1175544;21080023;ESTETOSCÓPIO ELETRÔNICO / SKF;13/12/2016
1175545;21080042;SUPORTE AJUSTÁVEL P/MICRÔMETRO / INSIZE;14/12/2016
1175546;21080042;SUPORTE AJUSTÁVEL P/MICRÔMETRO / INSIZE;14/12/2016
1175547;21080042;SUPORTE AJUSTÁVEL P/MICRÔMETRO / INSIZE;14/12/2016
1175548;21080042;SUPORTE AJUSTÁVEL P/MICRÔMETRO / INSIZE;14/12/2016
1175549;21080042;SUPORTE AJUSTÁVEL P/MICRÔMETRO / INSIZE;14/12/2016
1175550;21080042;SUPORTE AJUSTÁVEL P/MICRÔMETRO / INSIZE;14/12/2016
1175551;21080042;SUPORTE AJUSTÁVEL P/MICRÔMETRO / INSIZE;14/12/2016
1175552;21080042;SUPORTE AJUSTÁVEL P/MICRÔMETRO / INSIZE;14/12/2016
1175553;21080042;SUPORTE AJUSTÁVEL P/MICRÔMETRO / INSIZE;14/12/2016
1175554;21080042;SUPORTE AJUSTÁVEL P/MICRÔMETRO / INSIZE;14/12/2016
1175555;21080042;SUPORTE AJUSTÁVEL P/MICRÔMETRO / INSIZE;14/12/2016
1175556;21080042;SUPORTE AJUSTÁVEL P/MICRÔMETRO / INSIZE;14/12/2016
1175557;21080042;SUPORTE AJUSTÁVEL P/MICRÔMETRO / INSIZE;14/12/2016
1175558;21080042;SUPORTE AJUSTÁVEL P/MICRÔMETRO / INSIZE;14/12/2016
1175559;21080042;SUPORTE AJUSTÁVEL P/MICRÔMETRO / INSIZE;14/12/2016
1175560;21080042;SUPORTE AJUSTÁVEL P/MICRÔMETRO / INSIZE;14/12/2016
1175561;21080042;PRISMA DUPLO DE PRECISÃO C/GRAMPOS / INSIZE;14/12/2016
1175562;21080024;TRANSFERIDOR DE ÂNGULOS  UNIVERSAL / INSIZE;14/12/2016
1175563;21080024;TRANSFERIDOR DE ÂNGULOS  UNIVERSAL / INSIZE;14/12/2016
1175564;21080042;TRANSFERIDOR DE ÂNGULOS  UNIVERSAL / INSIZE;14/12/2016
1175565;21080042;TRANSFERIDOR DE ÂNGULOS  UNIVERSAL / INSIZE;14/12/2016
1175566;21080042;CALIBRADORES TELESCÓPICOS / INSIZE;14/12/2016
1175567;21080024;ESQUADRO DE PRECISÃO COM BASE 300X200MM/INSIZE;14/12/2016
1175568;21080024;ESQUADRO DE PRECISÃO COM BASE 300X200MM/INSIZE;14/12/2016
1175569;21080024;ESQUADRO DE PRECISÃO COM BASE 300X200MM/INSIZE;14/12/2016
1178446;21080042;RELÓGIO APALPADOR - 0,8MM - 0,01MM / STARRETT;21/12/2016
1178447;21080042;RELÓGIO APALPADOR - 0,8MM - 0,01MM / STARRETT;21/12/2016
1179027;21080033;LUPA C/LUMINÁRIA 8X - ARTICULADA/INSTRUTHERM;17/01/2017
1179028;21080023;LUPA C/LUMINÁRIA 8X - ARTICULADA/INSTRUTHERM;17/01/2017
1179029;21080023;LUPA C/LUMINÁRIA 8X - ARTICULADA/INSTRUTHERM;17/01/2017
1179030;21080033;LUPA C/LUMINÁRIA 8X - ARTICULADA/INSTRUTHERM;17/01/2017
1179330;21080042;TERMOHIGRÔMETRO DIGITAL PORTÁTIL / MINIPA;18/01/2017
1180062;21080024;MICRÔMETRO P/MED. ROSCAS EXT. 0-25MM/ MITUTOYO;02/02/2017
1180063;21080042;MICRÔMETRO P/MED. ROSCAS EXT. 0-25MM/ MITUTOYO;02/02/2017
1180064;21080042;BLOCO PADRÃO DE AÇO JOGO C/88 PEÇAS/ INSIZE;31/01/2017
1180065;21080042;MICRÔMETRO EXT. 0-25MM - 0,01MM/ INSIZE;31/01/2017
1180066;21080042;MICRÔMETRO EXT. 0-25MM - 0,01MM/ INSIZE;31/01/2017
1180067;21080042;MICRÔMETRO EXT. 0-25MM - 0,01MM/ INSIZE;31/01/2017
1180068;21080042;MICRÔMETRO EXT. 0-25MM - 0,01MM/ INSIZE;31/01/2017
1180069;21080042;MICRÔMETRO EXT. 0-25MM - 0,01MM/ INSIZE;31/01/2017
1180070;21080042;MICRÔMETRO EXT. 0-25MM - 0,01MM/ INSIZE;31/01/2017
1180071;21080042;MICRÔMETRO EXT. 0-25MM - 0,01MM/ INSIZE;31/01/2017
1180072;21080024;MICRÔMETRO EXT. 0-25MM - 0,01MM/ INSIZE;31/01/2017
1180073;21080024;MICRÔMETRO EXT. 0-25MM - 0,01MM/ INSIZE;31/01/2017
1180074;21080024;MICRÔMETRO EXT. 0-25MM - 0,01MM/ INSIZE;31/01/2017
1180075;21080024;MICRÔMETRO EXT. 0-25MM - 0,01MM/ INSIZE;31/01/2017
1180076;21080024;MICRÔMETRO EXT. 0-25MM - 0,01MM/ INSIZE;31/01/2017
1180077;21080024;MICRÔMETRO EXT. 0-25MM - 0,01MM/ INSIZE;31/01/2017
1180078;21080024;MICRÔMETRO EXT. 0-25MM - 0,01MM/ INSIZE;31/01/2017
1180079;21080024;MICRÔMETRO EXT. 0-25MM - 0,01MM/ INSIZE;31/01/2017
1180080;21080024;MICRÔMETRO EXT. 50-75MM - 0,01MM/ INSIZE;31/01/2017
1180081;21080024;MICRÔMETRO EXT. 50-75MM - 0,01MM/ INSIZE;31/01/2017
1180082;21080024;MICRÔMETRO EXT. 50-75MM - 0,01MM/ INSIZE;31/01/2017
1180083;21080024;MICRÔMETRO EXT. 50-75MM - 0,01MM/ INSIZE;31/01/2017
1180084;21080024;MICRÔMETRO EXT. 50-75MM - 0,01MM/ INSIZE;31/01/2017
1180085;21080024;MICRÔMETRO EXT. 50-75MM - 0,01MM/ INSIZE;31/01/2017
1180086;21080024;MICRÔMETRO EXT. 50-75MM - 0,01MM/ INSIZE;31/01/2017
1180087;21080023;MICRÔMETRO EXT. 25-50MM - 0,001MM/ INSIZE;31/01/2017
1180088;21080042;MICRÔMETRO EXT. 25-50MM - 0,001MM/ INSIZE;31/01/2017
1180089;21080042;MICRÔMETRO EXT. 25-50MM - 0,001MM/ INSIZE;31/01/2017
1180090;21080042;MICRÔMETRO EXT. 25-50MM - 0,001MM/ INSIZE;31/01/2017
1180091;21080042;MICRÔMETRO EXT. 25-50MM - 0,001MM/ INSIZE;31/01/2017
1180092;21080042;MICRÔMETRO EXT. 25-50MM - 0,001MM/ INSIZE;31/01/2017
1180093;21080042;MICRÔMETRO EXT. 25-50MM - 0,001MM/ INSIZE;31/01/2017
1180094;21080042;MICRÔMETRO EXT. 25-50MM - 0,001MM/ INSIZE;31/01/2017
1180095;21080042;MICRÔMETRO EXT. 25-50MM - 0,001MM/ INSIZE;31/01/2017
1180096;21080042;MICRÔMETRO EXT. 25-50MM - 0,001MM/ INSIZE;31/01/2017
1180097;21080042;MICRÔMETRO EXT. 25-50MM - 0,001MM/ INSIZE;31/01/2017
1180098;21080042;MICRÔMETRO EXT. 25-50MM - 0,001MM/ INSIZE;31/01/2017
1180100;21080022;MICRÔMETRO EXT. 100-125MM - 0,01MM /INSIZE;31/01/2017
1180101;21080042;MICRÔMETRO EXT. 100-125MM - 0,01MM /INSIZE;31/01/2017
1180102;21080022;MICRÔMETRO EXT. 100-125MM - 0,01MM /INSIZE;31/01/2017
1180103;21080042;MICRÔMETRO EXT. 100-125MM - 0,01MM /INSIZE;31/01/2017
1180104;21080042;MICRÔMETRO EXT. 100-125MM - 0,01MM /INSIZE;31/01/2017
1180105;21080042;MICRÔMETRO EXTER. 0-25MM - ARCO PROFUNDO/INSIZE;31/01/2017
1180106;21080042;MICRÔMETRO EXT. 0-25MM - 0,001MM / INSIZE;31/01/2017
1180107;21080042;MICRÔMETRO EXT. 0-25MM - 0,001MM / INSIZE;31/01/2017
1180108;21080042;MICRÔMETRO EXT. 0-25MM - 0,001MM / INSIZE;31/01/2017
1180109;21080042;MICRÔMETRO EXT. 0-25MM - 0,001MM / INSIZE;31/01/2017
1180110;21080023;MICRÔMETRO EXT. 0-25MM - 0,001MM / INSIZE;31/01/2017
1180111;21080042;MICRÔMETRO EXT. 0-25MM - 0,001MM / INSIZE;31/01/2017
1180112;21080042;MICRÔMETRO EXT. 0-25MM - 0,001MM / INSIZE;31/01/2017
1180113;21080042;MICRÔMETRO EXT. 0-25MM - 0,001MM / INSIZE;31/01/2017
1180114;21080042;MICRÔMETRO EXT. 0-25MM - 0,001MM / INSIZE;31/01/2017
1180115;21080042;MICRÔMETRO EXT. 0-25MM - 0,001MM / INSIZE;31/01/2017
1180116;21080042;MICRÔMETRO EXT. 0-25MM - 0,001MM / INSIZE;31/01/2017
1180117;21080042;MICRÔMETRO EXT. 0-25MM - 0,001MM / INSIZE;31/01/2017
1180118;21080042;MICRÔMETRO EXT. 0-25MM - 0,001MM / INSIZE;31/01/2017
1180119;21080042;MICRÔMETRO EXT. 0-25MM - 0,001MM / INSIZE;31/01/2017
1180120;21080042;MICRÔMETRO EXT. 0-25MM - 0,001MM / INSIZE;31/01/2017
1180121;21080042;MICRÔMETRO EXT. 0-25MM - 0,001MM / INSIZE;31/01/2017
1180122;21080023;MICRÔMETRO EXT. 75-100MM - 0,01MM / INSIZE;31/01/2017
1180123;21080042;MICRÔMETRO EXT. 75-100MM - 0,01MM / INSIZE;31/01/2017
1180151;21080042;MICRÔMETRO P/MED. ROSCAS EXT. 25-50MM/MITUTOYO;02/02/2017
1180152;21080042;MICRÔMETRO P/MED. ROSCAS EXT. 25-50MM/MITUTOYO;02/02/2017
1180153;21080042;MICRÔMETRO INTERNO 3 CONTATOS 6-50MM/ MITUTOYO;02/02/2017
1180877;21080042;MESA DE MEDIÇÃO C/BATENTE QUADRADO/STARRETT;14/02/2017
1180878;21080042;CALIBRADOR DE ALTURA DIGITAL 600MM/ STARRETT;14/02/2017
1180962;21080022;FERRAMENTAS P/TORNO CONVENCIONAL/MITSUBISHI;17/02/2017
1180963;21080022;FERRAMENTAS P/TORNO CONVENCIONAL/MITSUBISHI;17/02/2017
1180964;21080022;FERRAMENTAS P/TORNO CONVENCIONAL/MITSUBISHI;17/02/2017
1180965;21080022;FERRAMENTAS P/TORNO CONVENCIONAL/MITSUBISHI;17/02/2017
1180966;21080022;FERRAMENTAS P/TORNO CONVENCIONAL/MITSUBISHI;17/02/2017
1180967;21080022;FERRAMENTAS P/TORNO CONVENCIONAL/MITSUBISHI;17/02/2017
1180968;21080022;FERRAMENTAS P/TORNO CONVENCIONAL/MITSUBISHI;17/02/2017
1180969;21080022;FERRAMENTAS P/TORNO CONVENCIONAL/MITSUBISHI;17/02/2017
1180970;21080022;FERRAMENTAS P/TORNO CONVENCIONAL/MITSUBISHI;17/02/2017
1180971;21080022;FERRAMENTAS P/TORNO CONVENCIONAL/MITSUBISHI;17/02/2017
1180972;21080022;FERRAMENTAS P/TORNO CONVENCIONAL/MITSUBISHI;17/02/2017
1180973;21080022;FERRAMENTAS P/TORNO CONVENCIONAL/MITSUBISHI;17/02/2017
1180974;21080022;FERRAMENTAS P/TORNO CONVENCIONAL/MITSUBISHI;17/02/2017
1180975;21080022;FERRAMENTAS P/TORNO CONVENCIONAL/MITSUBISHI;17/02/2017
1180976;21080022;FERRAMENTAS P/TORNO CONVENCIONAL/MITSUBISHI;17/02/2017
1180977;21080022;FERRAMENTAS P/TORNO CONVENCIONAL/MITSUBISHI;17/02/2017
1180978;21080023;RELÓGIO APALPADOR - 1,5MM - 0,01MM/MITUTOYO;24/02/2017
1180979;21080023;RELÓGIO APALPADOR - 1,5MM - 0,01MM/MITUTOYO;24/02/2017
1181576;21080042;RUGOSÍMETRO PORTÁTIL / MAHR;14/03/2017
1181577;21080042;PAQUÍMETRO QUADRIM.DIG. 150MM-0,01MM/ MAHR;14/03/2017
1181578;21080042;PAQUÍMETRO QUADRIM.DIG. 150MM-0,01MM/ MAHR;14/03/2017
1181579;21080042;PAQUÍMETRO QUADRIM.DIG. 150MM-0,01MM/ MAHR;14/03/2017
1181580;21080042;PAQUÍMETRO QUADRIM.C/RELOG. 150MM-0,02MM/MAHR;14/03/2017
1181581;21080042;PAQUÍMETRO QUADRIM.C/RELOG. 150MM-0,02MM/MAHR;14/03/2017
1181582;21080042;PAQUÍMETRO QUADRIM.C/RELOG. 150MM-0,02MM/MAHR;14/03/2017
1181583;21080042;PAQUÍMETRO QUADRIM.C/RELOG. 150MM-0,02MM/MAHR;14/03/2017
1181590;21080042;RELÓGIO APALPADOR - 0,14MM - 0,001/MITUTOYO;16/03/2017
1181591;21080042;RELÓGIO APALPADOR - 0,14MM - 0,001/MITUTOYO;16/03/2017
1181592;21080042;RELÓGIO APALPADOR - 0,14MM - 0,001/MITUTOYO;16/03/2017
1181593;21080042;RELÓGIO APALPADOR - 0,14MM - 0,001/MITUTOYO;16/03/2017
1181660;21080042;MICRÔMETRO DIG. EXT. 25-50MM - 0,01MM/STARRETT;23/03/2017
1181661;21080042;MICRÔMETRO DIG. EXT. 25-50MM - 0,01MM/STARRETT;23/03/2017
1181662;21080042;MICRÔMETRO DIG. EXT. 25-50MM - 0,01MM/STARRETT;23/03/2017
1181663;21080042;MICRÔMETRO DIG. EXTERNO 50 A 75MM 0,01MM/STARRETT;23/03/2017
